customer_id,recency,frequency,historical_revenue,average_order_value,transaction_count,total_quantity,unique_products,future_revenue
12562.0,35,5,2790.41,23.84965811965812,117,1324,68,2176.51
12563.0,317,1,249.23999999999998,19.17230769230769,13,113,13,0.0
12564.0,170,1,456.9,21.757142857142856,21,133,21,0.0
12565.0,197,1,145.92,16.21333333333333,9,80,9,0.0
12567.0,5,14,10216.18,21.507747368421054,475,4536,315,1551.3
12568.0,553,1,70.0,14.0,5,48,5,0.0
12569.0,1,15,2167.68,23.56173913043478,92,857,48,1957.01
12570.0,590,1,77.52,77.52,1,1,1,0.0
12571.0,30,1,248.35,17.739285714285714,14,197,14,271.26
12573.0,136,5,717.41,6.028655462184874,119,479,107,0.0
12574.0,224,1,218.45000000000002,19.85909090909091,11,61,11,0.0
12575.0,366,2,622.8199999999999,16.389999999999997,38,315,34,0.0
12576.0,4,7,1763.44,15.202068965517242,116,1192,97,379.28
12577.0,267,6,1186.39,5.41730593607306,219,856,195,430.71
12578.0,239,3,3456.6,27.0046875,128,1932,109,1185.8500000000001
12580.0,155,2,1052.8999999999999,18.15344827586207,58,569,52,0.0
12582.0,147,4,1980.4,19.22718446601942,103,985,88,0.0
12583.0,15,21,10542.41,30.557710144927537,345,6938,117,3049.17
12584.0,35,4,782.59,23.017352941176473,34,138,27,1555.56
12585.0,143,2,2040.1,23.44942528735632,87,1279,77,0.0
12586.0,283,3,1865.73,22.47867469879518,83,608,76,196.94
12588.0,308,3,743.88,20.663333333333334,36,385,27,214.89999999999998
12589.0,53,7,4180.48,26.970838709677416,155,1541,107,515.18
12590.0,120,2,9864.26,145.06264705882353,68,4283,68,0.0
12591.0,226,3,1338.95,19.69044117647059,68,653,63,0.0
12592.0,1,5,2582.66,31.88469135802469,81,1875,42,0.0
12593.0,17,3,418.09999999999997,19.909523809523808,21,206,14,0.0
12594.0,30,13,4281.79,24.607988505747127,174,2431,78,808.32
12595.0,413,1,299.02,15.737894736842104,19,271,19,0.0
12596.0,151,1,269.95,17.996666666666666,15,156,15,348.32
12597.0,91,2,1428.81,18.318076923076923,78,675,72,2382.41
12598.0,70,7,3095.39,22.594087591240875,137,1913,102,1438.7
12599.0,35,12,2121.18,17.825042016806723,119,1982,42,175.54
12600.0,21,19,4304.9400000000005,37.43426086956522,115,1153,48,662.48
12601.0,98,6,681.26,20.03705882352941,34,290,24,0.0
12604.0,170,1,178.5,17.85,10,137,10,75.68
12605.0,285,4,1232.95,16.223026315789475,76,929,63,0.0
12606.0,590,1,21.0,21.0,1,1,1,0.0
12608.0,313,1,415.79,25.986875,16,323,16,0.0
12609.0,95,8,3109.7400000000002,19.681898734177217,158,1423,117,326.12
12610.0,15,2,1256.25,17.447916666666668,72,625,68,843.29
12613.0,106,9,4935.51,19.98182186234818,247,3272,173,1881.86
12614.0,186,1,315.6,15.780000000000001,20,76,20,0.0
12615.0,77,5,4084.5299999999997,20.839438775510203,196,2354,167,1656.45
12616.0,4,3,1131.1,20.946296296296296,54,498,32,0.0
12619.0,25,6,2227.6,45.46122448979592,49,1896,33,1553.78
12620.0,113,1,561.66,17.02,33,434,33,777.75
12621.0,9,30,20816.57,32.782,635,11705,297,3494.63
12622.0,140,1,180.1,16.37272727272727,11,69,11,0.0
12623.0,185,7,3747.84,21.663815028901734,173,1971,112,0.0
12624.0,15,2,641.13,16.87184210526316,38,355,36,0.0
12625.0,120,4,5164.88,28.22338797814208,183,3309,144,0.0
12626.0,21,6,4774.0,23.174757281553397,206,2337,170,1846.48
12627.0,5,5,2727.83,19.346312056737588,141,1575,112,1750.7
12629.0,294,2,1558.22,34.62711111111111,45,722,40,0.0
12631.0,365,5,2841.07,18.69125,152,1371,105,640.5
12632.0,429,2,804.88,22.99657142857143,35,694,32,0.0
12633.0,38,6,5462.93,18.772955326460483,291,3144,213,215.23000000000002
12634.0,444,2,490.0,24.5,20,337,20,0.0
12635.0,63,3,1924.8700000000001,16.312457627118643,118,1176,106,1005.54
12636.0,647,1,141.0,141.0,1,1,1,0.0
12637.0,0,11,7939.8099999999995,14.622117863720073,543,4105,273,344.0
12638.0,548,1,249.79999999999998,27.755555555555553,9,86,9,671.6899999999999
12639.0,147,3,1312.3700000000001,20.505781250000002,64,631,58,0.0
12641.0,24,1,185.9,18.59,10,72,10,0.0
12642.0,16,1,366.45,15.268749999999999,24,277,24,646.81
12643.0,37,12,8304.82,162.83960784313726,51,4665,14,0.0
12644.0,38,4,1918.49,17.283693693693692,111,1032,106,0.0
12645.0,18,7,3074.98,21.06150684931507,146,1866,106,464.32
12647.0,35,33,16119.44,33.16757201646091,486,6241,229,836.11
12648.0,63,4,1112.0,17.107692307692307,65,518,38,0.0
12649.0,16,8,2294.65,19.446186440677966,118,1959,94,0.0
12651.0,243,4,377.75,12.591666666666667,30,265,30,0.0
12652.0,240,2,1017.03,19.941764705882353,51,536,51,0.0
12653.0,57,3,4160.83,48.38174418604651,86,1681,76,0.0
12654.0,106,3,337.75,15.352272727272727,22,151,19,264.23
12655.0,332,1,261.35,16.334375,16,80,16,0.0
12656.0,25,6,5177.33,27.249105263157894,190,2417,140,1230.5
12661.0,344,1,162.0,14.727272727272727,11,216,11,0.0
12662.0,16,16,5530.42,17.39125786163522,318,2766,135,1196.1200000000001
12663.0,533,2,239.4,23.94,10,181,9,0.0
12664.0,52,5,3145.64,120.98615384615384,26,797,10,2924.4
12665.0,233,3,313.6,18.447058823529414,17,165,13,0.0
12666.0,302,1,1248.42,40.27161290322581,31,370,31,0.0
12668.0,168,9,10500.35,21.08504016064257,498,4749,258,882.6800000000001
12669.0,59,3,2744.0299999999997,27.168613861386135,101,1115,98,0.0
12670.0,7,5,2398.71,29.613703703703703,81,991,54,1361.58
12671.0,514,1,2622.481,58.27735555555556,45,1460,45,0.0
12672.0,238,2,437.05,19.865909090909092,22,138,22,0.0
12673.0,235,2,840.4,15.28,55,520,52,389.62
12674.0,0,3,1402.0,23.76271186440678,59,787,42,568.6
12675.0,462,2,957.25,8.546875,112,336,111,0.0
12676.0,32,9,2509.75,27.279891304347824,92,1691,58,333.34
12677.0,464,2,395.1,18.814285714285717,21,176,13,0.0
12678.0,9,18,24934.98,82.02296052631579,304,16644,186,9346.2
12679.0,114,2,906.38,20.599545454545453,44,407,43,206.64000000000001
12680.0,22,1,311.78,15.588999999999999,20,230,20,569.03
12681.0,60,38,25913.8,20.566507936507936,1260,14894,424,3920.96
12682.0,9,41,18890.32,23.036975609756098,820,8498,281,4059.9
12683.0,1,18,9779.32,23.678740920096853,413,6012,224,1854.38
12684.0,79,4,1379.48,23.784137931034483,58,1274,37,904.15
12685.0,1,2,1606.42,17.84911111111111,90,917,83,1256.66
12686.0,280,1,89.14,12.734285714285715,7,107,7,0.0
12687.0,389,2,2138.91,16.97547619047619,126,1403,126,0.0
12688.0,22,1,4873.81,28.50181286549708,171,3028,171,0.0
12689.0,36,1,511.03,15.030294117647058,34,281,34,736.58
12690.0,114,1,389.01,24.313125,16,106,16,0.0
12691.0,54,5,690.9,24.675,28,249,20,479.5
12692.0,546,1,110.95,8.534615384615385,13,36,13,0.0
12693.0,35,7,1703.02,21.557215189873418,79,536,63,0.0
12694.0,91,2,1413.18,21.411818181818184,66,1169,62,430.17
12695.0,16,5,1158.92,22.723921568627453,51,406,41,248.2
12696.0,343,2,851.91,17.38591836734694,49,564,43,0.0
12697.0,40,2,733.91,25.307241379310344,29,359,27,223.68
12698.0,499,1,339.75,21.234375,16,111,16,0.0
12699.0,326,1,638.11,15.563658536585367,41,373,41,0.0
12700.0,65,2,2149.05,17.61516393442623,122,1376,110,2790.94
12701.0,151,5,1985.78,17.267652173913042,115,1295,92,460.63
12703.0,542,3,722.98,13.641132075471699,53,431,44,283.55
12704.0,14,3,1100.92,22.0184,50,465,40,1239.92
12705.0,67,9,9056.33,19.227876857749468,471,5790,283,2705.77
12707.0,200,1,603.42,18.285454545454545,33,256,33,0.0
12708.0,10,15,4436.52,17.195813953488372,258,2114,115,681.14
12709.0,5,30,27786.03,65.84367298578199,422,12691,189,2505.73
12710.0,5,3,1149.02,14.922337662337663,77,851,75,0.0
12711.0,520,2,1339.05,22.3175,60,770,56,0.0
12712.0,15,19,6239.9800000000005,26.32902953586498,237,2086,123,483.05
12714.0,15,11,12774.55,20.341640127388533,628,7963,402,1319.16
12715.0,15,1,343.36,17.168,20,192,20,0.0
12716.0,42,1,677.9,15.064444444444444,45,503,45,375.59
12717.0,60,3,1308.91,18.435352112676057,71,600,60,0.0
12720.0,3,22,5695.39,15.68977961432507,363,4430,230,2091.89
12721.0,91,6,3055.86,16.977,180,1829,146,957.22
12722.0,23,3,929.65,18.593,50,559,48,67.98
12724.0,82,5,1566.47,16.664574468085107,94,1112,72,751.0500000000001
12725.0,280,4,2266.76,21.384528301886796,106,1142,92,0.0
12726.0,93,9,2872.82,23.54770491803279,122,3417,52,1141.78
12727.0,4,9,5036.53,27.98072222222222,180,2490,114,643.0
12728.0,166,4,851.15,17.732291666666665,48,380,39,219.02
12729.0,22,1,453.01,17.423461538461538,26,233,26,0.0
12730.0,430,1,829.25,17.643617021276597,47,234,47,0.0
12731.0,53,13,18204.05,61.087416107382545,298,8643,114,7571.66
12732.0,88,1,236.26,19.688333333333333,12,111,12,0.0
12733.0,142,4,2424.87,15.445031847133757,157,896,117,0.0
12734.0,261,3,639.65,33.66578947368421,19,265,17,0.0
12735.0,224,2,779.5699999999999,18.12953488372093,43,368,38,0.0
12736.0,241,1,234.0,58.5,4,173,4,0.0
12737.0,407,2,3710.5,1855.25,2,2,2,0.0
12738.0,280,1,155.35,14.122727272727273,11,148,11,0.0
12739.0,7,3,2689.23,30.559431818181817,88,950,85,37.5
12741.0,438,2,406.07,25.379375,16,214,16,0.0
12742.0,534,1,1201.52,17.933134328358207,67,1359,67,0.0
12743.0,42,2,540.13,4.123129770992366,131,315,114,0.0
12744.0,53,9,18249.74,59.835213114754104,305,6393,232,7067.32
12745.0,395,3,925.41,40.235217391304346,23,468,21,0.0
12746.0,449,1,254.55,14.973529411764707,17,97,17,0.0
12747.0,18,23,7471.87,34.59199074074074,216,2227,79,1426.61
12748.0,0,259,34359.66,8.279436144578314,4150,20894,1835,19179.98
12749.0,39,7,5561.71,20.830374531835208,267,1969,219,1335.65
12750.0,37,1,275.88,18.392,15,137,15,0.0
12751.0,353,1,268.27,4.326935483870967,62,189,61,0.0
12753.0,44,5,16620.91,100.12596385542169,166,9211,114,4808.48
12754.0,144,3,3010.74,47.78952380952381,63,6481,49,0.0
12755.0,189,11,5236.259999999999,83.11523809523808,63,2293,34,0.0
12757.0,51,7,5281.08,43.287540983606554,122,918,89,2553.57
12758.0,25,7,9903.24,31.639744408945685,313,6155,187,0.0
12759.0,80,7,4571.82,16.746593406593405,273,2930,188,448.92
12760.0,364,1,347.8,16.561904761904763,21,198,21,0.0
12761.0,366,2,782.95,28.99814814814815,27,281,27,0.0
12763.0,47,2,494.08,27.448888888888888,18,316,16,0.0
12764.0,225,1,1693.88,37.64177777777778,45,386,45,0.0
12765.0,381,6,1404.58,20.65558823529412,68,1009,49,0.0
12766.0,58,7,6881.55,21.572257053291537,319,3871,217,2037.44
12767.0,284,1,949.82,22.088837209302326,43,598,43,0.0
12768.0,359,1,168.69000000000003,16.869000000000003,10,102,10,0.0
12769.0,147,1,1143.6,35.7375,32,356,32,0.0
12770.0,119,2,3246.45,115.94464285714285,28,1843,19,0.0
12771.0,394,1,282.3,18.82,15,104,15,0.0
12773.0,472,1,124.25,20.708333333333332,6,109,6,0.0
12774.0,444,1,98.7,16.45,6,53,6,0.0
12775.0,98,6,1464.76,21.862089552238807,67,946,45,221.36
12776.0,576,1,55.5,13.875,4,46,4,0.0
12777.0,366,1,519.45,19.978846153846156,26,458,26,0.0
12778.0,92,7,1445.51,15.215894736842106,95,1368,66,330.17
12779.0,98,13,5492.16,24.518571428571427,224,2862,123,981.95
12780.0,507,1,337.4,16.869999999999997,20,285,20,0.0
12781.0,193,1,549.26,36.617333333333335,15,346,15,277.48
12782.0,58,10,4365.99,20.497605633802817,213,1889,135,252.25
12784.0,438,1,1230.33,17.087916666666665,72,582,72,532.82
12785.0,273,3,1100.4,19.650000000000002,56,453,42,0.0
12786.0,518,1,728.5,40.47222222222222,18,324,18,0.0
12787.0,0,3,743.18,18.5795,40,459,28,119.0
12788.0,372,4,444.9,17.111538461538462,26,194,20,0.0
12789.0,421,2,181.5,45.375,4,32,2,91.85
12790.0,101,2,591.85,15.995945945945946,37,306,36,0.0
12791.0,282,6,863.51,30.839642857142856,28,353,17,0.0
12792.0,165,2,827.01,17.59595744680851,47,394,39,0.0
12793.0,243,3,885.53,20.125681818181818,44,461,34,0.0
12794.0,7,1,317.0,15.85,20,227,20,543.41
12796.0,537,1,381.0,54.42857142857143,7,182,7,0.0
12797.0,274,2,552.08,18.40266666666667,30,215,27,0.0
12798.0,79,2,3140.93,101.32032258064515,31,5455,27,5370.0
12799.0,437,1,219.35,14.623333333333333,15,137,15,0.0
12800.0,379,3,584.25,17.183823529411764,34,284,31,0.0
12801.0,409,1,1071.82,21.4364,50,505,50,0.0
12802.0,95,7,2416.42,17.510289855072465,138,1972,108,0.0
12803.0,302,1,1092.81,19.869272727272726,55,872,55,0.0
12804.0,374,2,325.37,4.929848484848485,66,270,60,0.0
12805.0,290,4,1434.95,24.74051724137931,58,593,44,0.0
12806.0,344,4,2878.96,42.96955223880597,67,2087,58,0.0
12807.0,292,1,330.35,20.646875,16,145,16,0.0
12808.0,93,4,574.4,16.41142857142857,35,242,35,202.3
12809.0,86,3,1755.94,21.67827160493827,81,518,75,0.0
12810.0,443,2,534.99,16.7184375,32,389,32,0.0
12811.0,169,5,1033.9,18.462500000000002,56,435,47,0.0
12813.0,410,3,1687.8,37.50666666666667,45,1141,37,0.0
12814.0,10,1,125.92,62.96,2,49,2,0.0
12815.0,56,2,1063.46,22.6268085106383,47,379,38,0.0
12816.0,4,2,572.2,19.731034482758623,29,128,27,0.0
12817.0,189,3,690.98,27.639200000000002,25,219,16,0.0
12818.0,170,1,1542.0800000000002,110.14857142857144,14,929,14,0.0
12819.0,367,1,540.52,28.448421052631577,19,344,19,0.0
12820.0,235,8,1917.64,17.276036036036036,111,1388,91,771.88
12821.0,123,2,220.8,16.984615384615385,13,162,13,0.0
12823.0,35,17,5966.0,350.94117647058823,17,860,1,535.5
12825.0,430,2,518.63,21.609583333333333,24,139,20,0.0
12826.0,87,9,2144.65,17.57909836065574,122,1578,86,656.1
12828.0,7,3,415.51,16.6204,25,157,23,603.2
12829.0,245,3,385.3,20.278947368421054,19,550,17,0.0
12830.0,0,5,6414.32,178.17555555555555,36,8696,13,400.32000000000005
12831.0,171,3,451.11,20.505,22,303,16,0.0
12832.0,7,1,267.8,14.877777777777778,18,132,18,115.23
12833.0,54,1,417.38,17.390833333333333,24,156,24,0.0
12834.0,191,1,312.38,17.354444444444443,18,110,18,0.0
12835.0,336,41,5996.83,9.750943089430894,615,2349,138,0.0
12836.0,46,14,6061.9,16.745580110497237,362,2027,252,497.83000000000004
12837.0,81,2,662.66,7.530227272727273,88,194,83,0.0
12838.0,282,9,2694.75,9.134745762711864,295,1479,177,281.16
12839.0,1,21,7175.09,17.002582938388628,422,4842,139,2494.03
12840.0,52,7,4041.97,22.965738636363636,176,2258,109,0.0
12841.0,15,32,5796.53,11.083231357552581,523,4093,253,1161.67
12842.0,217,3,1109.73,39.63321428571429,28,497,27,808.26
